tconst,primaryTitle,numVotes,movieId,imdbId,tmdbId
tt0399146,A History of Violence,259900,37733,tt0399146,59.0
tt0898367,The Road,259573,63072,tt0898367,20766.0
tt2582782,Hell or High Water,259494,161582,tt2582782,338766.0
tt1324999,The Twilight Saga: Breaking Dawn - Part 1,259294,91104,tt1324999,50619.0
tt1189340,The Lincoln Lawyer,258855,84392,tt1189340,50348.0
tt0108550,What's Eating Gilbert Grape,258788,337,tt0108550,1587.0
tt0250494,Legally Blonde,258706,4447,tt0250494,8835.0
tt0052618,Ben-Hur,258666,1287,tt0052618,665.0
tt0465234,National Treasure: Book of Secrets,258579,56775,tt0465234,6637.0
tt0163978,The Beach,258209,3285,tt0163978,1907.0
tt1731141,Ender's Game,257976,106002,tt1731141,80274.0
tt3281548,Little Women,257825,209315,tt3281548,331482.0
tt0259324,Ghost Rider,257496,51077,tt0259324,1250.0
tt0245712,Amores Perros,257268,4235,tt0245712,55.0
tt0116483,Happy Gilmore,257195,104,tt0116483,9614.0
tt0110632,Natural Born Killers,256846,288,tt0110632,241.0
tt0134119,The Talented Mr. Ripley,256789,3176,tt0134119,1213.0
tt0134847,Pitch Black,256786,3300,tt0134847,2787.0
tt1212450,Lawless,256674,96432,tt1212450,82633.0
tt0112697,Clueless,256148,39,tt0112697,9603.0
tt5109784,Mother!,256033,176419,tt5109784,381283.0
tt3741834,Lion,256012,165551,tt3741834,334543.0
tt1436562,Rio,255999,86298,tt1436562,46195.0
tt0087363,Gremlins,255714,2003,tt0087363,927.0
tt0183505,"Me, Myself & Irene",255631,3752,tt0183505,2123.0
tt0435625,The Descent,255510,40732,tt0435625,9392.0
tt0978764,Sucker Punch,255313,85510,tt0978764,23629.0
tt0914798,The Boy in the Striped Pajamas,255061,64034,tt0914798,14574.0
tt0335345,The Passion of the Christ,254851,7318,tt0335345,615.0
tt1033575,The Descendants,254608,91077,tt1033575,65057.0
tt0479952,Madagascar: Escape 2 Africa,254591,62999,tt0479952,10527.0
tt6718170,The Super Mario Bros. Movie,254548,286131,tt6718170,502356.0
tt0120855,Tarzan,254357,2687,tt0120855,37135.0
tt0144117,The Boondock Saints,254132,3275,tt0144117,8374.0
tt0117381,Primal Fear,253913,628,tt0117381,1592.0
tt0145660,Austin Powers: The Spy Who Shagged Me,253500,2683,tt0145660,817.0
tt0087538,The Karate Kid,252888,2420,tt0087538,1885.0
tt0123755,Cube,252565,2232,tt0123755,431.0
tt1959563,The Hitman's Bodyguard,252496,175661,tt1959563,390043.0
tt0448011,Knowing,252460,67197,tt0448011,13811.0
tt5034838,Godzilla vs. Kong,251948,242894,tt5034838,399566.0
tt0414993,The Fountain,251317,48043,tt0414993,1381.0
tt1649419,The Impossible,251259,99145,tt1649419,80278.0
tt1289401,Ghostbusters,251112,160080,tt1289401,43074.0
tt1655442,The Artist,250676,89904,tt1655442,74643.0
tt1649418,The Gray Man,250611,275467,tt1649418,725201.0
tt0384537,Silent Hill,249728,45081,tt0384537,588.0
tt2229499,Don Jon,249715,105213,tt2229499,138697.0
tt0098635,When Harry Met Sally...,249662,1307,tt0098635,639.0
tt0485947,Mr. Nobody,249488,79357,tt0485947,31011.0
tt1424381,Predators,249452,79057,tt1424381,34851.0
tt0116996,Mars Attacks!,249183,1391,tt0116996,75.0
tt0338348,The Polar Express,249088,8965,tt0338348,5255.0
tt5580036,"I, Tonya",249013,178061,tt5580036,389015.0
tt0117509,Romeo + Juliet,248920,1059,tt0117509,454.0
tt1464540,I Am Number Four,248562,85056,tt1464540,46529.0
tt0462499,Rambo,248446,57528,tt0462499,7555.0
tt0315733,21 Grams,248432,6953,tt0315733,470.0
tt5164214,Ocean's Eight,248213,189363,tt5164214,402900.0
tt0103874,Bram Stoker's Dracula,248202,1339,tt0103874,6114.0
tt0108399,True Romance,247871,555,tt0108399,319.0
tt2184339,The Purge,247720,103075,tt2184339,158015.0
tt0302886,Old School,247669,6188,tt0302886,11635.0
tt1411238,No Strings Attached,247488,84374,tt1411238,41630.0
tt0299658,Chicago,247409,5991,tt0299658,1574.0
tt1588173,Warm Bodies,247346,99007,tt1588173,82654.0
tt2906216,Dungeons & Dragons: Honor Among Thieves,247268,285301,tt2906216,493529.0
tt4196776,Jason Bourne,247074,160438,tt4196776,324668.0
tt1210819,The Lone Ranger,247058,103384,tt1210819,57201.0
tt0983193,The Adventures of Tintin,246766,90746,tt0983193,17578.0
tt0265208,The Girl Next Door,246620,7346,tt0265208,10591.0
tt0094737,Big,246266,2797,tt0094737,2280.0
tt0296572,The Chronicles of Riddick,245674,8371,tt0296572,2789.0
tt0266915,Rush Hour 2,245306,4701,tt0266915,5175.0
tt3704428,Elvis,244888,275243,tt3704428,614934.0
tt0100157,Misery,244561,3499,tt0100157,1700.0
tt0063522,Rosemary's Baby,244318,2160,tt0063522,805.0
tt0430922,Role Models,243982,63131,tt0430922,15373.0
tt0032553,The Great Dictator,243935,1281,tt0032553,914.0
tt0408306,Munich,243745,41997,tt0408306,612.0
tt0043014,Sunset Boulevard,243650,922,tt0043014,599.0
tt0374900,Napoleon Dynamite,243621,8376,tt0374900,8193.0
tt6806448,Fast & Furious Presents: Hobbs & Shaw,243313,203519,tt6806448,384018.0
tt0311113,Master and Commander: The Far Side of the World,243138,6947,tt0311113,8619.0
tt5083738,The Favourite,242953,183837,tt5083738,375262.0
tt0758774,Body of Lies,242812,62374,tt0758774,12113.0
tt0099653,Ghost,242635,587,tt0099653,251.0
tt1234721,RoboCop,242353,108945,tt1234721,97020.0
tt0083987,Gandhi,242172,1293,tt0083987,783.0
tt0117665,Sleepers,242142,1061,tt0117665,819.0
tt10954600,Ant-Man and the Wasp: Quantumania,242051,282125,tt10954600,640146.0
tt1599348,Safe House,241838,92507,tt1599348,59961.0
tt2637276,Ted 2,241409,135861,tt2637276,214756.0
tt2209764,Transcendence,241162,110730,tt2209764,157353.0
tt0187738,Blade II,241104,5254,tt0187738,36586.0
tt0376541,Closer,240896,8981,tt0376541,2288.0
tt2463208,The Adam Project,240858,270696,tt2463208,696806.0
tt2334879,White House Down,240574,103339,tt2334879,117251.0
tt11866324,Prey,240564,276929,tt11866324,766507.0
tt0373469,Kiss Kiss Bang Bang,240537,38061,tt0373469,5236.0
tt1636826,Project X,240372,93270,tt1636826,57214.0
tt3553976,Captain Fantastic,240357,158966,tt3553976,334533.0
tt0117998,Twister,239653,736,tt0117998,664.0
tt0142342,Big Daddy,239550,2694,tt0142342,9032.0
tt0083907,The Evil Dead,239338,4105,tt0083907,764.0
tt0058461,A Fistful of Dollars,239209,2951,tt0058461,391.0
tt0420223,Stranger Than Fiction,238780,46976,tt0420223,1262.0
tt0112281,Ace Ventura: When Nature Calls,238454,19,tt0112281,9273.0
tt0050212,The Bridge on the River Kwai,238210,1250,tt0050212,826.0
tt2883512,Chef,238190,111443,tt2883512,212778.0
